,name,icao,country
5066,Transteco,TTC,Angola
5067,Tarhan Tower Airlines,TTH,Turkey
5068,Total Linhas Aereas,TTL,Brazil
5069,Triple O Aviation,TTP,Nigeria
5070,Transportaciones Y Servicios Aereos,TTR,Mexico
5071,Transporte Aereo Tecnico Ejecutivo,TTS,Mexico
5072,Turkmenistan Airlines,TUA,Turkmenistan
5073,Turismo Aereo de Chile,TUC,Chile
5074,Tuninter,TUI,Tunisia
5075,Tulpar Air,TUL,Russia
5076,Tyumenspecavia,TUM,Russia
5077,Taxi Aereo Turistico,TUO,Mexico
5078,Tulpar Air Service,TUX,Kazakhstan
5079,Tuna Aero,TUZ,Sweden
5080,Trans America Airlines,TVA,United States
5081,Trabajos Aereos Vascongados,TVH,Spain
5082,Tiramavia,TVI,Moldova
5083,Travel Service,TVL,Hungary
5084,Transavio,TVO,Italy
5085,Tavrey Airlines,TVR,Ukraine
5086,Travel Service,TVS,Czech Republic
5087,Trans World Airlines,TWA,United States
5088,Transwede Airways,TWE,Sweden
5089,Twinjet Aircraft Sales,TWJ,United Kingdom
5090,Tradewinds Aviation,TWL,Canada
5091,Transairways,TWM,Mozambique
5092,Twente Airlines,TWO,Netherlands
5093,Trans Air Welwitchia,TWW,Angola
5094,Texair Charter,TXA,United States
5095,Transaviaexport,TXC,Belarus
5096,Transilvania Express,TXE,Romania
5097,Taxi Aereo Cozatl,TXL,Mexico
5098,Taxi Aereo de Mexico,TXM,Mexico
5099,Texas National Airlines,TXN,United States
5100,Taxis Aereos de Sinaloa,TXO,Mexico
5101,Taxirey,TXR,Mexico
5102,Texas Airlines,TXS,United States
5103,Texas Air Charters,TXT,United States
5104,Tex Star Air Freight,TXZ,United States
5105,Tayflite,TYF,United Kingdom
5106,Trygg-Flyg,TYG,Sweden
5107,Tyrol Air Ambulance,TYW,Austria
5108,Transporte Aereo Ernesto Saenz,TZE,Mexico
5109,Tajikstan,TZK,Tajikistan
5110,Thyssen Krupp AG,BLI,Germany
5111,TUIfly Nordic,BLX,Sweden
5112,Transportes Aereos Bolivianos,BOL,Bolivia
5113,Tiphook PLC,BOX,United Kingdom
5114,Top Flight Air Service,CHE,United States
5115,Trans America,CLR,United States
5116,Triple Alpha,CLU,Germany
5117,Tashkent Aircraft Production Corporation,CTP,Uzbekistan
5118,Texas Airways,CWT,United States
5119,Transportes Aereos Don Carlos,DCL,Chile
5120,Telnic Limited,DOT,United Kingdom
5121,Triton Airlines,DRC,Canada
5122,TAAG Angola Airlines,DTA,Angola
5123,Tassili Airlines,DTH,Algeria
5124,Transporte Ejecutivo Aereo,EAR,Mexico
5125,Transportes Aereos Nacionales De Selva Tans,ELV,Peru
5126,TAG Farnborough Airport,FBO,United Kingdom
5127,Transaviaservice,FNV,Georgia
5128,TAG Aviation,FPG,Switzerland
5129,The 955 Preservation Group,GFN,United Kingdom
5130,Trans-Air-Link,GJB,United States
5131,Tradewind Aviation,GPD,United States
5132,Trail Lake Flying Service,HBA,United States
5133,TAF Helicopters,HET,Spain
5134,Tango Bravo,HTO,France
5135,Turkish Air Force,HVK,Turkey
5136,Thryluthjonustan,IHS,Iceland
5137,TA-Air Airline,IRF,Iran
5138,Tara Air Line,IRR,Iran
5139,Trading Air Cargo,JCH,Mauritania
5140,Trans-Kiev,KCA,Ukraine
5141,Tal Air Charters,JEL,Canada
5142,Transcontinental Airlines,KRA,Kazakhstan
5143,Transaviabaltika,KTB,Lithuania
5144,Transair-Gyraintiee,KTS,Russia
5145,TAM Mercosur,LAP,Paraguay
5146,The Lancair Company,LCC,United States
5147,The Army Aviation Heritage Foundation,LEG,United States
5148,Top Sky International,LKW,Indonesia
5149,Trans States Airlines,LOF,United States
5150,Trans Atlantis,LTA,Canada
5151,Transportacion Aerea Del Mar De Cortes,MCT,Mexico
5152,Transporte Aero MGM,MGM,Mexico
5153,Tigerfly,MOH,United Kingdom
5154,Transportes Aereos Amparo,MPO,Mexico
5155,Trans Air,MUI,United States
5156,Transportes Aereos Mexiquenses,MXQ,Mexico
5159,TNT International Aviation,NTR,United Kingdom
5160,Open Skies Consultative Commission,OSY,United States
5161,Trans-Pacific Orient Airways,PCW,Philippines
5162,Tauranga Aer Club,PGS,New Zealand
5163,TSSKB-Progress,PSS,Russia
5164,Trans World Express,RBD,United States
5165,Trans Reco,REC,Mauritania
5166,Tas Aviation,RMS,United States
5167,Tarom,ROT,Romania
5168,Transportes Aereos I.R. Crusoe,ROU,Chile
5169,Transportes Aereos Sierra,RRT,Mexico
5170,Tbilisi Aviation University,RRY,Georgia
5171,Trans Am Compania,RTM,Ecuador
5172,Trans Sahara Air,SBJ,Nigeria
5173,Transportes Aereos Sierra Madre,SEI,Mexico
5174,Trans Asian Airlines,SRT,Kazakhstan
5175,Turan Air,URN,Azerbaijan
5176,TRIP Linhas A,TIB,Brazil
5177,Tusheti,USB,Georgia
5178,TAPC Aviatrans Aircompany,UTM,Uzbekistan
5179,Trans-Ulgii,UTN,Mongolia
5180,Transarabian Transportation Services,UTT,Uganda
5181,Transaven,VEN,Venezuela
5182,Tag Aviation UK,VIP,United Kingdom
5183,Tbilaviamsheni,VNZ,Georgia
5184,Taxi de Veracruz,VRC,Mexico
5185,Travel Express Aviation Services,XAR,Indonesia
5186,Taxi Aero Del Norte,XNR,Mexico
5188,USAF Air Mobility Operations Control Center,DOD,United States
5189,U.S. Department of the Interior,DOI,United States
5190,United Kingdom Civil Aviation Authority,EXM,United Kingdom
5191,Union des Transports Africains de Guinee,GIH,Guinea
5192,US Army Parachute Team,GKA,United States
5193,USA3000 Airlines,GWY,United States
5194,United Arabian Airlines,UAB,Sudan
5195,United Airlines,UAL,United States
5196,United Air Charters,UAC,Zimbabwe
5197,United Carriers Systems,UCS,United States
5198,United Eagle Airlines,UEA,China
5200,United Kingdom Civil Aviation Authority,CFU,United Kingdom
5201,United Kingdom Royal VIP Flights,KRF,United Kingdom
5202,United Kingdom Royal VIP Flight,KRH,United Kingdom
5203,United Kingdom Civil Aviation Authority,SDS,United Kingdom
5204,United Kingdom Royal VIP Flights,TQF,United Kingdom
5205,United States Coast Guard Auxiliary,CGX,United States
5206,United States Department Of Agriculture,AGR,United States
5207,University Air Squadron,UAD,United Kingdom
5208,University Air Squadron,UAJ,United Kingdom
5209,University Air Squadron,UAA,United Kingdom
5210,University Air Squadron,UAH,United Kingdom
5211,Universal Avia,HBU,Ukraine
5212,UK HEMS,HLE,United Kingdom
5213,USA Jet Airlines,JUS,United States
5214,Unijet,LEA,France
5215,US Marshals Service,MSH,United States
5216,University of North Dakota,NDU,United States
5217,Universal Airlines,PNA,United States
5218,Uganda Royal Airways,RAU,Uganda
5219,United Aviation Services,SAU,Spain
5220,Ural Airlines,SVR,Russia
5221,Ukraine Transavia,TRB,Ukraine
5222,United Arab Emirates Air Force,UAF,United Arab Emirates
5223,Union Africaine des Transports,UAI,Ivory Coast
5224,Uganda Air Cargo,UCC,Uganda
5225,US Airports Air Charter,UCH,United States
5226,Ucoaviacion,UCO,Spain
5227,Ues-Avia Aircompany,UES,Ukraine
5228,UFS,UFS,United States
5229,Uganda Airlines,UGA,Uganda
5230,Urgemer Canarias,UGC,Spain
5231,Ukrainian Helicopters,UHL,Ukraine
5232,Ulyanovsk Higher Civil Aviation School,UHS,Russia
5233,Universal Jet Rental de Mexico,UJR,Mexico
5234,Universal Jet Aviation,UJT,United States
5235,UK International Airlines,UKI,United Kingdom
5236,Ukraine Air Alliance,UKL,Ukraine
5237,UM Airlines,UKM,Ukraine
5238,Ukraine Air Enterprise,UKN,Ukraine
5239,United Kingdom Home Office,UKP,United Kingdom
5240,Ukrainian Cargo Airways,UKS,Ukraine
5241,Ultrair,ULT,United States
5242,Unitemp-M,UMS,Russia
5243,Uni-Fly,UNC,Denmark
5244,Union Flights,UNF,United States
5245,Universal Jet,UNJ,Spain
5246,Unsped Paket Servisi,UNS,Turkey
5247,Unifly Servizi Aerei,UNU,Italy
5248,Ukrainian Pilot School,UPL,Ukraine
5249,United Parcel Service,UPS,United States
5250,Uraiavia,URV,Russia
5251,US Airways,USA,United States
5252,US Check Airlines,USC,United States
5253,USAfrica Airways,USF,United States
5254,US Helicopter,USH,United States
5255,US Jet,USJ,United States
5256,US Express,USX,United States
5257,UTair Aviation,UTA,Russia
5258,UTAGE,UTG,Equatorial Guinea
5259,Utair South Africa,UTR,South Africa
5260,Ukrainian State Air Traffic Service Enterprise,UTS,Ukraine
5261,Urartu-Air,UTU,Armenia
5262,Universal Airways,UVA,United States
5263,Universal Airlines,UVG,Guyana
5264,Uvavemex,UVM,Mexico
5265,United States Air Force,AIO,United States
5266,United Aviation,UVN,Kuwait
5267,Uzbekistan Airways,UZB,Uzbekistan
5268,Ukraine International Airlines,AUI,Ukraine
5269,Universal Airlines,WEC,United States
5271,V Australia Airlines,VAU,Australia
5272,V Bird Airlines Netherlands,VBA,Netherlands
5273,V-avia Airline,WIW,Ukraine
5274,V-Berd-Avia,VBD,Armenia
5275,Vacationair,VAC,Canada
5276,Valair AG (Helicoptere),RDW,Switzerland
5277,Valan International Cargo Charter,VLA,South Africa
5278,Valan Limited,VLN,Moldova
5279,Valfell-Verkflug,EHR,Iceland
5280,Valuair,VLU,Singapore
5281,Van Air Europe,VAA,Czech Republic
5282,Vanguardia en Aviacion en Colima,VGC,Mexico
5283,Vanguard Airlines,VGD,United States
5284,Vasco Air,VFC,Vietnam
5285,Vega,VAG,Kazakhstan
5286,Vega Air Company,WGA,Ukraine
5287,Veles,WEL,VELES
5288,Verataxis,VTX,Mexico
5289,Veritair Ltd,BTP,United Kingdom
5290,Voyageur Airways,VAL,Canada
5291,Vernicos Aviation,GRV,Greece
5292,Vietnam Airlines,HVN,Vietnam
5293,Vozdushnaya Academy,KWA,Kazakhstan
5294,VIM Airlines,MOV,Russia
5295,VIM-Aviaservice,MVY,Russia
5297,Victoria Aviation,ENV,United Kingdom
5298,Viscount Air Service,VCT,United States
5299,Vision Airlines,SSI,Nigeria
5300,VIP Air Charter,FXF,United States
5301,VIP Avia,PAV,Kazakhstan
5302,VIP Avia,PRX,Latvia
5303,Visionair,VAT,Ireland
5305,VICA - Viacao Charter Aereos,VCA,Brazil
5306,Volare Air Charter Company,VCM,United States
5307,Volaris,VOI,Mexico
5308,Volga-Dnepr Airlines,VDA,Russia
5309,Vega Airlines,VEA,Bulgaria
5310,Venescar Internacional,VEC,Venezuela
5311,Victor Echo,VEE,Spain
5312,Virgin Express Ireland,VEI,Ireland
5313,Virgin America,VRD,United States
5314,Vieques Air Link,VES,United States
5315,Virgin Express,VEX,Belgium
5316,VZ Flights,VFT,Mexico
5317,Virgin Nigeria Airways,VGN,Nigeria
5318,Vologda State Air Enterprise,VGV,Russia
5319,VH-Air Industrie,VHA,Angola
5320,VHM Schul-und-Charterflug,VHM,Germany
5321,Vibroair Flugservice,VIB,Germany
5322,VIP Servicios Aereos Ejecutivos,VIC,Mexico
5323,VIP Empresarial,VIE,Mexico
5324,VIF Luftahrt,VIF,Austria
5325,Vega Aviation,VIG,Sudan
5326,Vichi,VIH,Moldova
5327,Viking Airlines,VIK,Sweden
5328,Vinair - Helicoptereos,VIN,Portugal
5329,Virgin Atlantic Airways,VIR,United Kingdom
5330,Viajes Ejecutivos Mexicanos,VJM,Mexico
5331,Vistajet,VJT,Canada
5332,Viva Macau,VVM,Macao
5333,Volare Airlines,VLE,Italy
5334,Vueling Airlines,VLG,Spain
5335,Vladivostok Air,VLK,Russia
5336,Varig Log,VLO,Brazil
5337,Vertical-T Air Company,VLT,Russia
5338,Vero Monmouth Airlines,VMA,United States
5339,Vipport Joint Stock Company,VNK,Russia
5340,Viaggio Air,VOA,Bulgaria
5341,Voyager Airlines,VOG,Bangladesh
5342,Virgin Australia,VOZ,Australia
5343,Virgin Blue,VBI,Australia
5344,VIP Air,VPA,Slovakia
5345,Veteran Air,VPB,Ukraine
5346,VIP-Avia,VPV,Georgia
5347,Vertair,VRA,United Kingdom
5348,Volare Airlines,VRE,Ukraine
5349,Voar Lda,VRL,Angola
5350,VRG Linhas Aereas,VRN,Brazil
5351,Vickers Limited,VSB,United Kingdom
5352,Visig Operaciones Aereas,VSG,Spain
5353,Vision Airways Corporation,VSN,Canada
5354,Voronezh Aircraft Manufacturing Society,VSO,Russia
5355,VASP,VSP,Brazil
5356,Virign Islands Seaplane Shuttle,VSS,United States
5357,Vuelos Especializados Tollocan,VTC,Mexico
5358,Vuelos Corporativos de Tehuacan,VTH,Mexico
5359,Vostok Airlines,VTK,Russia
5360,Victor Tagle Larrain,VTL,Chile
5361,Vointeh,VTV,Bulgaria
5362,Vuelos Internos Privados VIP,VUR,Ecuador
5363,Vuela Bus,VUS,Mexico
5364,Vzlyet,VZL,Russia
5365,VLM Airlines,VLM,Belgium
5366,Viking Express,WCY,United States
5367,Victoria International Airways,WEV,Uganda
5368,Volga Aviaexpress,WLG,Russia
5369,WDL Aviation,WDL,Germany
5370,WRA Inc,WRR,United States
5371,WSI Corporation,XWS,United States
5372,Walmart Aviation,CGG,United States
5373,Walsten Air Services,WAS,Canada
5374,Walter I Linkoping,GOT,Sweden
5375,Wapiti Aviation,WPT,Canada
5376,Warbelow's Air Ventures,WAV,United States
5377,Warwickshire Aerocentre Ltd.,ATX,United Kingdom
5378,Wasaya Airways,WSG,Canada
5380,Weasua Air Transport Company,WTC,Liberia
5381,WebJet Linhas A,WEB,Brazil
5382,Welch Aviation,TDB,United States
5383,Welcome Air,WLC,Austria
5384,Wermlandsflyg AB,BLW,Sweden
5385,West Africa Airlines,WCB,Ghana
5386,West African Air Transport,WTF,Senegal
5387,West African Airlines,WSF,Benin
5388,West African Cargo Airlines,WAC,Mauritania
5389,West Air Luxembourg,WLX,Luxembourg
5390,West Air Sweden,SWN,Sweden
5391,West Caribbean Airways,WCW,Colombia
5392,West Caribbean Costa Rica,WCR,Costa Rica
5394,West Coast Airlines,WCG,Ghana
5395,West Coast Airways,WCA,Sierra Leone
5396,West Freugh DTEO,TEE,United Kingdom
5397,West Wind Aviation,WEW,Canada
5398,WestJet,WJA,Canada
5399,Westair Aviation,WAA,Namibia
5400,Westair Cargo Airlines,WSC,Cote d'Ivoire
5401,Westair Industries,PCM,United States
5402,Westcoast Energy,BLK,Canada
5403,Western Air,WST,Bahamas
5404,Western Air Couriers,NPC,United States
5405,Western Air Express,WAE,United States
5406,Western Airlines,WAL,United States
5407,Western Arctic Air,WAL,Canada
5408,Western Aviators,WTV,United States
5409,Western Express Air Lines,WES,Canada
5410,Western Pacific Airlines,KMR,United States
5411,Western Pacific Airservice,WPA,Solomon Islands
5412,Westflight Aviation,WSL,United Kingdom
5413,Westgates Airlines,WSA,United States
5414,Westland Helicopters,WHE,United Kingdom
5415,Westpoint Air,WTP,Canada
5416,Westward Airways,WWD,United States
5417,White,WHT,Portugal
5418,White Eagle Aviation,WEA,Poland
5419,White River Air Services,WRA,Canada
5420,Whyalla Airlines,WWL,Australia
5421,Widerøe,WIF,Norway
5422,Wiggins Airways,WIG,United States
5423,Wiking Helikopter Service,WHS,Germany
5424,Wilbur's Flight Operations,WFO,United States
5425,Williams Air,WLS,United States
5426,Williams Grand Prix Engineering,WGP,United Kingdom
5427,Wimbi Dira Airways,WDA,Democratic Republic of Congo
5428,Winair,WNA,United States
5429,Wind Jet,JET,Italy
5430,Wind Spirit Air,WSI,United States
5431,Windrose Air,QGA,Germany
5432,Windward Islands Airways International,WIA,Netherland
5433,Wings Air,WON,Indonesia
5434,Wings Air Transport,WAT,Sudan
5435,Wings Airways,WAW,United States
5436,Wings Aviation,WOL,Guyana
5437,Wings Express,WEX,United States
5438,Wings of Alaska,WAK,United States
5439,Wings of Lebanon Aviation,WLB,Lebanon
5440,Winlink,WIN,Saint Lucia
5441,Wisconsin Air National Guard,WAG,United States
5442,Wisman Aviation,WSM,United States
5443,Wizz Air,WZZ,Hungary
5444,Wizz Air Hungary,WVL,Bulgaria
5445,Wondair on Demand Aviation,WNR,Spain
5446,Woodgate Executive Air Charter,CWY,United Kingdom
5447,World Airways,WOA,United States
5448,World Weatherwatch,XWW,Canada
5449,World Wing Aviation,WWM,Kyrgyzstan
5451,Worldwide Air Charter Systems,CSW,Canada
5452,Worldwide Aviation Services,WWS,Pakistan
5453,Worldwide Jet Charter,WWI,United States
5454,Wright Air Lines,WRT,United States
5455,Wright Air Service,WRF,United States
5456,Wuhan Airlines,CWU,China
5457,Wycombe Air Centre,WYC,United Kingdom
5458,Wyoming Airlines,WYG,United States
5459,XL Airways France,SEU,France
5460,XP Internation,XPS,Netherlands
5461,Xabre Aerolineas,XAB,Mexico
5462,Xclusive Jet Charter Limited,XJC,United Kingdom
5463,Xerox Corporation,XER,United States
5464,Xiamen Airlines,CXA,China
5465,Xinjiang Airlines,CXJ,China
5466,Xjet Limited,XJT,United Kingdom
5467,Xtra Airways,CXP,United States
5468,Yak-Service,AKY,Russia
5469,Yakolev,YAK,Russia
5470,Yamal Airlines,LLM,Russia
5471,Yana Airlines,CYG,Cambodia
5472,Yangtze River Express,YZR,China
5473,Yellow Wings Air Services,ELW,Kenya
5474,Yemenia,IYE,Yemen
5475,Yerevan-Avia,ERV,Armenia
5476,Young Flying Service,YFS,United States
5477,Yuhi Air Lines,AYU,Japan
5478,Yuzhnaya Aircompany,UGN,Kazakhstan
5479,Yuzhmashavia,UMK,Ukraine
5480,Z-Avia,RZV,Armenia
5481,Zagros Airlines,IZG,Iran
5482,Zaire Aero Service,ZAI,Democratic Republic of Congo
5483,Zairean Airlines,ZAR,Democratic Republic of Congo
5484,Zambian Airways,MBN,Zambia
5485,Zambezi Airlines,ZMA,Zambia
5486,Zanair,TAN,Tanzania
5487,Zantop International Airlines,ZAN,United States
5488,ZAS Airlines of Egypt,ZAS,Egypt
5489,Zenith Air,AZR,South Africa
5490,Zenmour Airlines,EMR,Mauritania
5491,Zephyr Express,RZR,United States
5492,Zhejiang Airlines,CJG,China
5493,Zhetysu,JTU,Kazakhstan
5494,Zhez Air,KZH,Kazakhstan
5495,Zhongfei General Aviation,CFZ,China
5496,Zhongyuan Aviation,CYN,China
5497,Zip,WZP,Canada
5498,Zimex Aviation,IMX,Switzerland
5499,Zoom Airlines,OOM,Canada
5500,Zoom Airways,ZAW,Bangladesh
5501,Zorex,ORZ,Spain
5502,Zracno Pristaniste Mali Losinj,MLU,Croatia
5503,Tyrolean Airways,TYR,\N
5504,buzz,BUZ,\N
5506,Sky Express,SXR,Russia
5508,Royal Air Cambodge,RAC,Cambodia
5510,TEA Switzerland,4SW,Switzerland
5512,Air Busan,ABL,Republic of Korea
5513,TUI Airlines Belgium,TUB,Belgium
5514,Arctic Air,AKR,Norway
5515,Braathens,BRA,Norway
5516,Globus,GLP,Russia
5517,Air Kazakhstan,KZK,Kazakhstan
5518,Japan Air System,JAS,Japan
5521,Rheintalflug,RTL,Austria
5522,Dan-Air London,DAN,United Kingdom
5523,Fred. Olsen,FOF,Norway
5525,Robin Hood Aviation,RHA,Austria
5527,United Airways,UBD,Bangladesh
5528,Inter European Airways,IEA,United Kingdom
5529,Trans Maldivian Airways,TMW,Maldives
5530,Fly540,FFV,Kenya
5531,Transavia France,TVF,France
5532,Island Air (WP),MKU,United States
5534,Uni Air,UIA,Taiwan
5536,NordWind Airlines,NWS,Russia
5537,Red Wings,RWZ,Russia
5538,Hellenic Star Airways,HST,Greece
5539,BAE Systems Flight Training,BAZ,Australia
5541,Felix Airways,FXX,Yemen
5542,Kostromskie avialinii,KOQ,Russia
5543,Greenfly,GFY,Spain
5546,ELK Airways,ELK,Estonia
5547,Gabon Airlines,GBK,Gabon
5548,MCA Airlines,MCA,Sweden
5549,Maldivo Airlines,MAV,Maldives
5550,Virgin Pacific,VNP,Fiji
5554,LÍO Flugmennt,LIO,Iceland
5556,Eastar Jet,ESR,South Korea
5557,Jin Air,JNA,South Korea
5558,Wataniya Airways,KW1,Kuwait
5561,Baltic Air lines,BA1,Latvia
5562,Ciel Canadien,YCC,Canada
5563,Canadian National Airways,YCP,Canada
5564,Epic Holiday,4AA,United States
5565,Indochina Airlines,AXC,Vietnam
5566,JetWind,JWW,United States
5569,German Air Force - FLB,FLB,Germany
5570,City-Air Germany,CIP,Germany
5572,Line Blue,LBL,Germany
5573,FlyLAL Charters,LLC,Lithuania
5574,Blue Sky America,BKY,United States
5575,Texas Spirit,TXP,United States
5576,Illinois Airways,ILW,United States
5578,Texas Wings,TXW,United States
5579,California Western,CWS,United States
5580,Dennis Sky,DSY,Israel
5582,Atifly,A1F,United States
5586,Aerolineas heredas santa maria,SZB,Dominican Republic
5588,Jc royal.britannica,JRB,United Kingdom
5591,CanXpress,CA1,Canada
5593,Sharp Airlines,SHA,Australia
5594,CanXplorer,CAP,Canada
5596,World Experience Airline,WE1,Canada
5600,Tianjin Airlines,GCR,China
5602,Locair,LOC,United States
5604,SeaPort Airlines,SQH,United States
5606,Fly Illi,ILY,United States
5608,Star1 Airlines,HCW,Lithuania
5613,Enerjet,ENJ,Canada
5614,MexicanaLink,MXI,Mexico
5615,Island Spirit,ISX,Iceland
5617,Orbest,OBS,Portugal
5618,Southern Air Charter,SOA,Bahamas
5619,SVG Air,SVG,Saint Vincent and the Grenadines
5620,Air Century,CEY,Dominican Republic
5624,Sol Lineas Aereas,OLS,Argentina
5625,Regional Paraguaya,REP,Paraguay
5627,Transportes Aereos Cielos Andinos,NDN,Peru
5629,EasyFly,EFY,Colombia
5632,Andalus Lineas Aereas,ANU,Spain
5633,Air 26,DCD,Angola
5634,Mauritania Airways,MTW,Mauritania
5635,CEIBA Intercontinental,CEL,Equatorial Guinea
5640,AlMasria Universal Airlines,LMU,Egypt
5641,EgyptAir Express,MSE,Egypt
5643,Air Italy Egypt,EUD,Egypt
5644,KoralBlue Airlines,KBR,Egypt
5645,Wind Rose Aviation,WRC,Ukraine
5646,Elysian Airlines,GIE,Cameroon
5647,Sevenair,SEN,Tunisia
5648,Hellenic Imperial Airways,IMP,Greece
5649,Amsterdam Airlines,AAN,Netherlands
5650,Arik Niger,NAK,Niger
5652,STP Airways,STP,Sao Tome and Principe
5654,Skyjet Airlines,SJU,Uganda
5656,Transavia Denmark,TDK,Denmark
5657,Royal Falcon,RFJ,Jordan
5658,Euroline,MJX,Georgia
5659,Worldways,WGC,Canada
5660,Turkuaz Airlines,TRK,Turkey
5662,Viking Hellas,VKH,Greece
5663,Norlandair,FNA,Iceland
5664,Flugfelag Vestmannaeyja,FVM,Iceland
5666,Euro Harmony,EHM,Portugal
5669,Gadair European Airlines,GDR,Spain
5670,Spirit of Manila Airlines,MNP,Philippines
5671,Chongqing Airlines,CQN,China
5672,Grand China Air,GDC,China
5673,West Air China,CHB,China
5675,QatXpress,QAX,Qatar
5676,OneChina,1CH,China
5678,Joy Air,JOY,China
5681,Jagson Airlines,JGN,India
5685,Fars Air Qeshm,QFZ,Iran
5686,Eastok Avia,EAA,Kyrgyzstan
5687,Jupiter Airlines,JPU,United Arab Emirates
5688,Vision Air International,VIS,Pakistan
5691,Korea Express Air,KEA,South Korea
5692,Eznis Airways,EZA,Mongolia
5693,Pacific Flier,PFL,Palau
5694,Syrian Pearl Airlines,PSB,Syria
5698,Parmiss Airlines (IPV),IPV,Iran
5699,EuropeSky,EUV,Germany
5700,BRAZIL AIR,BZE,Brazil
5701,Homer Air,OME,Germany
5702,Court Line,???,United Kingdom
5703,South West Africa Territory Force,***,Namibia
